1766208270	0
1766208280	0
1766208290	4.405204
1766208300	4.441018666666667
1766208310	2.987444
1766208320	0
1766208330	6.28
1766208340	8.32
1766208350	4.08
1766208360	2.2
1766208370	10003.44
1766208380	12004.08
1766208390	12001.880000000001
1766208400	0
1766208410	0
1766208420	8001.439827220734
1766208430	14006.360000000002
1766208440	9168.400000000001
1766208450	720.6800000000001
1766208460	2000.64
1766208470	2721.04
1766208480	2960.8399999999997
1766208490	8483.72
1766208500	10899.44
1766208510	10550.640000000001
1766208520	2991.76
1766208530	6676.499999999999
1766208540	7198.665
1766208550	3543.6547614286287
1766208560	2932.56
1766208570	5445.200000000001
1766208580	6322.320000000001
1766208590	3540.88
1766208600	4154.039999999999
1766208610	4328.56
1766208620	3570.4
1766208630	2702.04
1766208640	2841.52
1766208650	1620.64
1766208660	2216.52
1766208670	3446.44
1766208680	2664.3999999999996
1766208690	1678.28
1766208700	1249.48
1766208710	2235.72
1766208720	2226
1766208730	973.08
1766208740	9.479999999999999
1766208750	19.36
1766208760	20.92
1766208770	20.44
1766208780	0.84
1766208790	0.12
1766208800	71.56
1766208810	890.8109106666667
1766208820	1019.4381976666666
1766208830	1002.0400000000001
1766208840	1027.3200000000002
1766208850	617.32
1766208860	341.71999999999997
1766208870	688.84
1766208880	1043.32
1766208890	874.1599999999999
1766208900	436.28
1766208910	576.24
1766208920	799.24
1766208930	431.08
1766208940	337.04
1766208950	611.2000000000002
1766208960	1074.4
1766208970	1064.2
1766208980	710.2
1766208990	282.96
1766209000	325.96
1766209010	858.0400000000001
1766209020	983.1600000000001
1766209030	953.12
1766209040	1038.8
1766209050	346.99999999999994
1766209060	358.67999999999995
1766209070	696.3199999999999
1766209080	1055.52
1766209090	611.48
1766209100	873.9600000000002
1766209110	972.3199999999999
1766209120	1018.4799999999999
1766209130	688.32
1766209140	337.68
1766209150	527.12
1766209160	1041.1200000000001
1766209170	1337.12
1766209180	757.04
1766209190	357.48
1766209200	476.24000000000007
1766209210	657
1766209220	677.44
1766209230	689.6
1766209240	1035.1200000000001
1766209250	1033.72
1766209260	949.1600000000001
1766209270	1013.32
1766209280	1007.7600000000001
1766209290	1019.68
1766209300	849.9199999999998
1766209310	303.88
1766209320	6.24
